Review,Liked,Cleaned_Review,Sentiment_Score,Predicted_Sentiment
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,potato chip order sad could probably count many chips box probably around,0.0,Neutral
Food was really boring.,0,food really boring,-1.0,Negative
Good Service-check!,1,good service check,0.7,Positive
This greedy corporation will NEVER see another dime from me!,0,greedy corporation never see another dime,0.0,Neutral
"Will never, ever go back.",0,never ever go back,0.0,Neutral
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,much like go back get passed atrocious service never return,-0.16666666666666666,Negative
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,summer dine charming outdoor patio delightful,0.85,Positive
I did not expect this to be so good!,1,not expect good,0.7,Positive
Fantastic food!,1,fantastic food,0.4,Positive
She ordered a toasted English muffin that came out untoasted.,0,ordered toasted english muffin came untoasted,0.0,Neutral
The food was very good.,1,food good,0.7,Positive
Never going back.,0,never going back,0.0,Neutral
"Great food for the price, which is very high quality and house made.",1,great food price high quality house made,0.48000000000000004,Positive
The bus boy on the other hand was so rude.,0,bus boy hand rude,-0.3,Negative
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,point friends basically figured place joke didn mind making publicly loudly known,0.1,Positive
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,back good bbq lighter fare reasonable pricing tell public back old ways,0.16666666666666666,Positive
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,considering two us left full happy go wrong,0.16249999999999998,Positive
All the bread is made in-house!,1,bread made house,0.0,Neutral
The only downside is the service.,0,downside service,0.0,Neutral
"Also, the fries are without a doubt the worst fries I've ever had.",0,also fries without doubt worst fries ever,-1.0,Negative
Service was exceptional and food was a good as all the reviews.,1,service exceptional food good reviews,0.6833333333333333,Positive
"A couple of months later, I returned and had an amazing meal.",1,couple months later returned amazing meal,0.30000000000000004,Positive
Favorite place in town for shawarrrrrrma!!!!!!,1,favorite place town shawarrrrrrma,0.5,Positive
The black eyed peas and sweet potatoes... UNREAL!,1,black eyed peas sweet potatoes unreal,0.09166666666666666,Positive
You won't be disappointed.,1,won disappointed,-0.75,Negative
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,could serve vinaigrette may make better overall dish still good,0.39999999999999997,Positive
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,go far many places never seen restaurant serves egg breakfast especially,0.19999999999999998,Positive
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,mom got home immediately got sick bites salad,-0.7142857142857143,Negative
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,servers not pleasant deal don always honor pizza hut coupons,-0.3666666666666667,Negative
"Both of them were truly unbelievably good, and I am so glad we went back.",1,truly unbelievably good glad went back,0.39999999999999997,Positive
"We had fantastic service, and were pleased by the atmosphere.",1,fantastic service pleased atmosphere,0.45,Positive
Everything was gross.,0,everything gross,0.0,Neutral
I love this place.,1,love place,0.5,Positive
Great service and food.,1,great service food,0.8,Positive
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,first bathrooms location dirty seat covers not replenished plain yucky,-0.1880952380952381,Negative
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,burger got gold standard burger kind disappointed,-0.05000000000000001,Negative
"OMG, the food was delicioso!",1,omg food delicioso,0.0,Neutral
There is nothing authentic about this place.,0,nothing authentic place,0.5,Positive
the spaghetti is nothing special whatsoever.,0,spaghetti nothing special whatsoever,0.35714285714285715,Positive
"Of all the dishes, the salmon was the best, but all were great.",1,dishes salmon best great,0.9,Positive
The vegetables are so fresh and the sauce feels like authentic Thai.,1,vegetables fresh sauce feels like authentic thai,0.4,Positive
It's worth driving up from Tucson!,1,worth driving tucson,0.3,Positive
The selection was probably the worst I've seen in Vegas.....there was none.,0,selection probably worst seen vegas none,-1.0,Negative
Pretty good beer selection too.,1,pretty good beer selection,0.475,Positive
"This place is like Chipotle, but BETTER.",1,place like chipotle better,0.5,Positive
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,classy warm atmosphere fun fresh appetizers succulent steaks baseball steak,0.325,Positive
5 stars for the brick oven bread app!,1,stars brick oven bread app,0.0,Neutral
"I have eaten here multiple times, and each time the food was delicious.",1,eaten multiple times time food delicious,0.5,Positive
We sat another ten minutes and finally gave up and left.,0,sat another ten minutes finally gave left,0.0,Neutral
He was terrible!,0,terrible,-1.0,Negative
Everyone is treated equally special.,1,everyone treated equally special,0.35714285714285715,Positive
It shouldn't take 30 min for pancakes and eggs.,0,shouldn take min pancakes eggs,0.0,Neutral
It was delicious!!!,1,delicious,1.0,Positive
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,good side staff genuinely pleasant enthusiastic real treat,0.5583333333333333,Positive
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,sadly gordon ramsey steak place shall sharply avoid next trip vegas,-0.20833333333333334,Negative
As always the evening was wonderful and the food delicious!,1,always evening wonderful food delicious,1.0,Positive
Best fish I've ever had in my life!,1,best fish ever life,1.0,Positive
(The bathroom is just next door and very nice.),1,bathroom next door nice,0.3,Positive
The buffet is small and all the food they offered was BLAND.,0,buffet small food offered bland,-0.20833333333333331,Negative
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,outstanding little restaurant best food ever tasted,0.4375,Positive
Pretty cool I would say.,1,pretty cool would say,0.3,Positive
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,definitely turn doubt back unless someone else buying,0.0,Neutral
Server did a great job handling our large rowdy table.,1,server great job handling large rowdy table,0.5071428571428571,Positive
"I find wasting food to be despicable, but this just wasn't food.",0,find wasting food despicable wasn food,0.0,Neutral
My wife had the Lobster Bisque soup which was lukewarm.,0,wife lobster bisque soup lukewarm,0.0,Neutral
Would come back again if I had a sushi craving while in Vegas.,1,would come back sushi craving vegas,0.0,Neutral
"The staff are great, the ambiance is great.",1,staff great ambiance great,0.8,Positive
He deserves 5 stars.,1,deserves stars,0.0,Neutral
I left with a stomach ache and felt sick the rest of the day.,0,left stomach ache felt sick rest day,-0.35714285714285715,Negative
They dropped more than the ball.,0,dropped ball,0.0,Neutral
"The dining space is tiny, but elegantly decorated and comfortable.",1,dining space tiny elegantly decorated comfortable,0.3,Positive
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,customize order way like usual eggplant green bean stir fry love,0.016666666666666663,Neutral
And the beans and rice were mediocre at best.,0,beans rice mediocre best,0.25,Positive
Best tacos in town by far!!,1,best tacos town far,0.55,Positive
I took back my money and got outta there.,0,took back money got outta,0.0,Neutral
"In an interesting part of town, this place is amazing.",1,interesting part town place amazing,0.55,Positive
RUDE & INCONSIDERATE MANAGEMENT.,0,rude inconsiderate management,-0.3,Negative
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,staff not friendly wait times served horrible no one even says hi first minutes,-0.3125,Negative
I won't be back.,0,won back,0.0,Neutral
They have great dinners.,1,great dinners,0.8,Positive
The service was outshining & I definitely recommend the Halibut.,1,service outshining definitely recommend halibut,0.0,Neutral
The food was terrible.,0,food terrible,-1.0,Negative
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,never ever go back told many people happened,0.25,Positive
I don't recommend unless your car breaks down in front of it and you are starving.,0,don recommend unless car breaks front starving,0.0,Neutral
I will come back here every time I'm in Vegas.,1,come back every time vegas,0.0,Neutral
This place deserves one star and 90% has to do with the food.,0,place deserves one star food,0.0,Neutral
This is a disgrace.,0,disgrace,0.0,Neutral
Def coming back to bowl next time,1,def coming back bowl next time,0.0,Neutral
"If you want healthy authentic or ethic food, try this place.",1,want healthy authentic ethic food try place,0.5,Positive
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,continue come ladies night andddd date night highly recommend place anyone area,0.16,Positive
"I have been here several times in the past, and the experience has always been great.",1,several times past experience always great,0.18333333333333335,Positive
We walked away stuffed and happy about our first Vegas buffet experience.,1,walked away stuffed happy first vegas buffet experience,0.525,Positive
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria,0.48333333333333334,Positive
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,0.8500000000000001,Positive
I'm probably one of the few people to ever go to Ians and not like it.,0,probably one people ever go ians not like,0.0,Neutral
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,kids pizza always hit lots great side dish options kiddos,0.8,Positive
Service is perfect and the family atmosphere is nice to see.,1,service perfect family atmosphere nice see,0.8,Positive
Cooked to perfection and the service was impeccable.,1,cooked perfection service impeccable,0.75,Positive
This one is simply a disappointment.,0,one simply disappointment,-0.6,Negative
"Overall, I was very disappointed with the quality of food at Bouchon.",0,overall disappointed quality food bouchon,-0.375,Negative
I don't have to be an accountant to know I'm getting screwed!,0,don accountant know getting screwed,0.0,Neutral
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,great place eat reminds little mom pop shops san francisco bay area,0.30625,Positive
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,today first taste buldogis gourmet hot dog tell ever thought possible,0.16666666666666666,Positive
Left very frustrated.,0,left frustrated,-0.35,Negative
I'll definitely be in soon again.,1,definitely soon,0.0,Neutral
Food was really good and I got full petty fast.,1,food really good got full petty fast,0.4166666666666666,Positive
Service was fantastic.,1,service fantastic,0.4,Positive
TOTAL WASTE OF TIME.,0,total waste time,-0.1,Negative
I don't know what kind it is but they have the best iced tea.,1,don know kind best iced tea,0.8,Positive
"Come hungry, leave happy and stuffed!",1,come hungry leave happy stuffed,0.8,Positive
"For service, I give them no stars.",0,service give no stars,0.0,Neutral
I can assure you that you won't be disappointed.,1,assure won disappointed,-0.75,Negative
I can take a little bad service but the food sucks.,0,take little bad service food sucks,-0.39583333333333326,Negative
Gave up trying to eat any of the crust (teeth still sore).,0,gave trying eat crust teeth still sore,0.0,Neutral
But now I was completely grossed out.,0,completely grossed,0.1,Positive
I really enjoyed eating here.,1,really enjoyed eating,0.5,Positive
First time going but I think I will quickly become a regular.,1,first time going think quickly become regular,0.19444444444444442,Positive
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,server nice even though looked little overwhelmed needs stayed professional friendly end,0.221875,Positive
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,dinner companions told everything fresh nice texture taste,0.44999999999999996,Positive
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,ground right next table large smeared stepped tracked everywhere pile green bird poop,0.075,Positive
"Furthermore, you can't even find hours of operation on the website!",0,furthermore even find hours operation website,0.0,Neutral
We've tried to like this place but after 10+ times I think we're done with them.,0,tried like place times think done,0.0,Neutral
What a mistake that was!,0,mistake,0.0,Neutral
No complaints!,1,no complaints,0.0,Neutral
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,seriously good pizza expert connisseur topic,0.7,Positive
Waiter was a jerk.,0,waiter jerk,0.0,Neutral
"Strike 2, who wants to be rushed.",0,strike wants rushed,0.2,Positive
These are the nicest restaurant owners I've ever come across.,1,nicest restaurant owners ever come across,0.0,Neutral
I never come again.,0,never come,0.0,Neutral
We loved the biscuits!!!,1,loved biscuits,0.7,Positive
Service is quick and friendly.,1,service quick friendly,0.35416666666666663,Positive
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,ordered appetizer took minutes pizza another minutes,0.0,Neutral
So absolutley fantastic.,1,absolutley fantastic,0.4,Positive
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,huge awkward lb piece cow ths gristle fat,-0.11111111111111112,Negative
definitely will come back here again.,1,definitely come back,0.0,Neutral
I like Steiners because it's dark and it feels like a bar.,1,like steiners dark feels like bar,-0.15,Negative
Wow very spicy but delicious.,1,wow spicy delicious,0.55,Positive
"If you're not familiar, check it out.",1,not familiar check,-0.1875,Negative
I'll take my business dinner dollars elsewhere.,0,take business dinner dollars elsewhere,0.0,Neutral
I'd love to go back.,1,love go back,0.25,Positive
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,anyway fs restaurant wonderful breakfast lunch,1.0,Positive
Nothing special.,0,nothing special,0.35714285714285715,Positive
Each day of the week they have a different deal and it's all so delicious!,1,day week different deal delicious,0.5,Positive
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,not mention combination pears almonds bacon big winner,0.0,Neutral
Will not be back.,0,not back,0.0,Neutral
Sauce was tasteless.,0,sauce tasteless,-0.6,Negative
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,food delicious spicy enough sure ask spicier prefer way,0.5,Positive
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,ribeye steak cooked perfectly great mesquite flavor,0.8,Positive
I don't think we'll be going back anytime soon.,0,don think going back anytime soon,0.0,Neutral
Food was so gooodd.,1,food gooodd,0.0,Neutral
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,far sushi connoisseur definitely tell difference good food bad food certainly bad food,-0.11999999999999995,Negative
I was so insulted.,0,insulted,0.0,Neutral
The last 3 times I had lunch here has been bad.,0,last times lunch bad,-0.3499999999999999,Negative
The chicken wings contained the driest chicken meat I have ever eaten.,0,chicken wings contained driest chicken meat ever eaten,-0.6,Negative
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc,0.3625,Positive
Nargile - I think you are great.,1,nargile think great,0.8,Positive
Best tater tots in the southwest.,1,best tater tots southwest,1.0,Positive
We loved the place.,1,loved place,0.7,Positive
Definitely not worth the $3 I paid.,0,definitely not worth paid,-0.15,Negative
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,vanilla ice cream creamy smooth profiterole choux pastry fresh enough,0.2333333333333333,Positive
Im in AZ all the time and now have my new spot.,1,im az time new spot,0.13636363636363635,Positive
The manager was the worst.,0,manager worst,-1.0,Negative
The inside is really quite nice and very clean.,1,inside really quite nice clean,0.3888888888888889,Positive
The food was outstanding and the prices were very reasonable.,1,food outstanding prices reasonable,0.35,Positive
I don't think I'll be running back to Carly's anytime soon for food.,0,don think running back carly anytime soon food,0.0,Neutral
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,due fact took minutes acknowledged another minutes get food kept forgetting things,-0.125,Negative
"Love the margaritas, too!",1,love margaritas,0.5,Positive
This was my first and only Vegas buffet and it did not disappoint.,1,first vegas buffet not disappoint,0.25,Positive
"Very good, though!",1,good though,0.7,Positive
The one down note is the ventilation could use some upgrading.,0,one note ventilation could use upgrading,0.0,Neutral
Great pork sandwich.,1,great pork sandwich,0.8,Positive
Don't waste your time here.,0,don waste time,-0.2,Negative
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,total letdown would much rather go camelback flower shop cartel coffee,0.1,Positive
"Third, the cheese on my friend's burger was cold.",0,third cheese friend burger cold,-0.3,Negative
We enjoy their pizza and brunch.,1,enjoy pizza brunch,0.4,Positive
The steaks are all well trimmed and also perfectly cooked.,1,steaks well trimmed also perfectly cooked,1.0,Positive
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,group claimed would handled us beautifully,0.85,Positive
I LOVED it!,1,loved,0.7,Positive
We asked for the bill to leave without eating and they didn't bring that either.,0,asked bill leave without eating didn bring either,0.0,Neutral
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,place jewel las vegas exactly hoping find nearly ten years living,0.125,Positive
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,seafood limited boiled shrimp crab legs crab legs definitely not taste fresh,0.07619047619047618,Positive
The selection of food was not the best.,0,selection food not best,-0.5,Negative
Delicious and I will absolutely be back!,1,delicious absolutely back,0.5,Positive
"This isn't a small family restaurant, this is a fine dining establishment.",1,isn small family restaurant fine dining establishment,0.08333333333333334,Positive
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,0.13333333333333333,Positive
I dont think I will be back for a very long time.,0,dont think back long time,-0.025,Neutral
"It was attached to a gas station, and that is rarely a good sign.",0,attached gas station rarely good sign,0.7,Positive
How awesome is that.,1,awesome,1.0,Positive
I will be back many times soon.,1,back many times soon,0.25,Positive
The menu had so much good stuff on it i could not decide!,1,menu much good stuff could not decide,0.7,Positive
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,worse humiliated worker right front bunch horrible name callings,-0.37142857142857144,Negative
CONCLUSION: Very filling meals.,1,conclusion filling meals,0.0,Neutral
Their daily specials are always a hit with my group.,1,daily specials always hit group,0.0,Neutral
And then tragedy struck.,0,tragedy struck,0.0,Neutral
The pancake was also really good and pretty large at that.,1,pancake also really good pretty large,0.38809523809523805,Positive
"This was my first crawfish experience, and it was delicious!",1,first crawfish experience delicious,0.625,Positive
Their monster chicken fried steak and eggs is my all time favorite.,1,monster chicken fried steak eggs time favorite,-0.04999999999999999,Neutral
Waitress was sweet and funny.,1,waitress sweet funny,0.3,Positive
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,also taste mom multi grain pumpkin pancakes pecan butter amazing fluffy delicious,0.46666666666666673,Positive
"I'd rather eat airline food, seriously.",0,rather eat airline food seriously,-0.3333333333333333,Negative
Cant say enough good things about this place.,1,cant say enough good things place,0.35,Positive
The ambiance was incredible.,1,ambiance incredible,0.9,Positive
The waitress and manager are so friendly.,1,waitress manager friendly,0.375,Positive
I would not recommend this place.,0,would not recommend place,0.0,Neutral
Overall I wasn't very impressed with Noca.,0,overall wasn impressed noca,0.5,Positive
My gyro was basically lettuce only.,0,gyro basically lettuce,0.0,Neutral
Terrible service!,0,terrible service,-1.0,Negative
Thoroughly disappointed!,0,thoroughly disappointed,-0.75,Negative
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,don much pasta love homemade hand made pastas thin pizzas,0.09999999999999998,Positive
"Give it a try, you will be happy you did.",1,give try happy,0.8,Positive
By far the BEST cheesecurds we have ever had!,1,far best cheesecurds ever,0.55,Positive
Reasonably priced also!,1,reasonably priced also,0.2,Positive
Everything was perfect the night we were in.,1,everything perfect night,1.0,Positive
The food is very good for your typical bar food.,1,food good typical bar food,0.26666666666666666,Positive
it was a drive to get there.,0,drive get,0.0,Neutral
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,first glance lovely bakery cafe nice ambiance clean friendly staff,0.41833333333333333,Positive
"Anyway, I do not think i will go back there.",0,anyway not think go back,0.0,Neutral
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,point finger item menu order won disappointed,-0.75,Negative
"Oh this is such a thing of beauty, this restaurant.",1,oh thing beauty restaurant,0.0,Neutral
If you haven't gone here GO NOW!,1,gone go,0.0,Neutral
"A greasy, unhealthy meal.",0,greasy unhealthy meal,-0.4,Negative
first time there and might just be the last.,0,first time might last,0.125,Positive
Those burgers were amazing.,1,burgers amazing,0.6000000000000001,Positive
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,similarly delivery man not say word apology food minutes late,-0.15,Negative
And it was way to expensive.,0,way expensive,-0.5,Negative
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,sure order dessert even need pack go tiramisu cannoli die,0.5,Positive
This was my first time and I can't wait until the next.,1,first time wait next,0.125,Positive
The bartender was also nice.,1,bartender also nice,0.6,Positive
Everything was good and tasty!,1,everything good tasty,0.7,Positive
This place is two thumbs up....way up.,1,place two thumbs way,0.0,Neutral
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,best place vegas breakfast check sat sun,1.0,Positive
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,love authentic mexican food want whole bunch interesting yet delicious meats choose need try place,0.45,Positive
Terrible management.,0,terrible management,-1.0,Negative
An excellent new restaurant by an experienced Frenchman.,1,excellent new restaurant experienced frenchman,0.6454545454545454,Positive
If there were zero stars I would give it zero stars.,0,zero stars would give zero stars,0.0,Neutral
"Great steak, great sides, great wine, amazing desserts.",1,great steak great sides great wine amazing desserts,0.7500000000000001,Positive
Worst martini ever!,0,worst martini ever,-1.0,Negative
The steak and the shrimp are in my opinion the best entrees at GC.,1,steak shrimp opinion best entrees gc,1.0,Positive
I had the opportunity today to sample your amazing pizzas!,1,opportunity today sample amazing pizzas,0.6000000000000001,Positive
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,waited thirty minutes seated although vacant tables folks waiting,0.0,Neutral
The yellowtail carpaccio was melt in your mouth fresh.,1,yellowtail carpaccio melt mouth fresh,0.3,Positive
I won't try going back there even if it's empty.,0,won try going back even empty,-0.05,Neutral
"No, I'm going to eat the potato that I found some strangers hair in it.",0,no going eat potato found strangers hair,0.0,Neutral
Just spicy enough.. Perfect actually.,1,spicy enough perfect actually,0.3333333333333333,Positive
Last night was my second time dining here and I was so happy I decided to go back!,1,last night second time dining happy decided go back,0.2,Positive
"not even a ""hello, we will be right with you.""",0,not even hello right,0.2857142857142857,Positive
The desserts were a bit strange.,0,desserts bit strange,-0.05,Neutral
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,boyfriend came first time recent trip vegas could not pleased quality food service,0.0,Neutral
"I really do recommend this place, you can go wrong with this donut place!",1,really recommend place go wrong donut place,-0.15,Negative
Nice ambiance.,1,nice ambiance,0.6,Positive
I would recommend saving room for this!,1,would recommend saving room,0.0,Neutral
I guess maybe we went on an off night but it was disgraceful.,0,guess maybe went night disgraceful,0.0,Neutral
"However, my recent experience at this particular location was not so good.",0,however recent experience particular location not good,-0.06111111111111111,Negative
"I know this is not like the other restaurants at all, something is very off here!",0,know not like restaurants something,0.0,Neutral
AVOID THIS ESTABLISHMENT!,0,avoid establishment,0.0,Neutral
I think this restaurant suffers from not trying hard enough.,0,think restaurant suffers not trying hard enough,-0.2972222222222222,Negative
All of the tapas dishes were delicious!,1,tapas dishes delicious,1.0,Positive
I *heart* this place.,1,heart place,0.0,Neutral
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,salad bland vinegrette baby greens hearts palm,-0.16666666666666666,Negative
After two I felt disgusting.,0,two felt disgusting,-1.0,Negative
A good time!,1,good time,0.7,Positive
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,believe place great stop huge belly hankering sushi,0.6,Positive
Generous portions and great taste.,1,generous portions great taste,0.8,Positive
I will never go back to this place and will never ever recommended this place to anyone!,0,never go back place never ever recommended place anyone,0.0,Neutral
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,servers went back forth several times not even much helped,0.06666666666666667,Positive
Food was delicious!,1,food delicious,1.0,Positive
AN HOUR... seriously?,0,hour seriously,-0.3333333333333333,Negative
I consider this theft.,0,consider theft,0.0,Neutral
Eew... This location needs a complete overhaul.,0,eew location needs complete overhaul,0.1,Positive
We recently witnessed her poor quality of management towards other guests as well.,0,recently witnessed poor quality management towards guests well,-0.2,Negative
Waited and waited and waited.,0,waited waited waited,0.0,Neutral
"He also came back to check on us regularly, excellent service.",1,also came back check us regularly excellent service,0.5,Positive
Our server was super nice and checked on us many times.,1,server super nice checked us many times,0.4777777777777778,Positive
"The pizza tasted old, super chewy in not a good way.",0,pizza tasted old super chewy not good way,0.02777777777777779,Neutral
I swung in to give them a try but was deeply disappointed.,0,swung give try deeply disappointed,-0.75,Negative
Service was good and the company was better!,1,service good company better,0.6,Positive
The staff are also very friendly and efficient.,1,staff also friendly efficient,0.375,Positive
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,service fan quick served nice folks,0.4666666666666667,Positive
Boy was that sucker dry!!.,0,boy sucker dry,-0.18333333333333332,Negative
Over rated.,0,rated,0.0,Neutral
"If you look for authentic Thai food, go else where.",0,look authentic thai food go else,0.5,Positive
Their steaks are 100% recommended!,1,steaks recommended,0.0,Neutral
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,pulled car waited another minutes acknowledged,0.0,Neutral
Great food and great service in a clean and friendly setting.,1,great food great service clean friendly setting,0.5854166666666667,Positive
"All in all, I can assure you I'll be back.",1,assure back,0.0,Neutral
I hate those things as much as cheap quality black olives.,0,hate things much cheap quality black olives,-0.18888888888888888,Negative
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,breakfast perpared great beautiful presentation giant slices toast lightly dusted powdered sugar,0.5125,Positive
The kids play area is NASTY!,0,kids play area nasty,-1.0,Negative
Great place fo take out or eat in.,1,great place fo take eat,0.8,Positive
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,waitress friendly happy accomodate vegan veggie options,0.5875,Positive
OMG I felt like I had never eaten Thai food until this dish.,1,omg felt like never eaten thai food dish,0.0,Neutral
"It was extremely ""crumby"" and pretty tasteless.",0,extremely crumby pretty tasteless,-0.15833333333333333,Negative
It was a pale color instead of nice and char and has NO flavor.,0,pale color instead nice char no flavor,0.195,Positive
The croutons also taste homemade which is an extra plus.,1,croutons also taste homemade extra plus,0.0,Neutral
I got home to see the driest damn wings ever!,0,got home see driest damn wings ever,0.0,Neutral
It'll be a regular stop on my trips to Phoenix!,1,regular stop trips phoenix,0.0,Neutral
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1,really enjoyed crema caf expanded even told friends best breakfast,0.75,Positive
Not good for the money.,0,not good money,-0.35,Negative
I miss it and wish they had one in Philadelphia!,1,miss wish one philadelphia,0.0,Neutral
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,got sitting fairly fast ended waiting minutes place order another minutes food arrived,0.2,Positive
They also have the best cheese crisp in town.,1,also best cheese crisp town,0.625,Positive
"Good value, great food, great service.",1,good value great food great service,0.7666666666666666,Positive
Couldn't ask for a more satisfying meal.,1,couldn ask satisfying meal,0.5,Positive
The food is good.,1,food good,0.7,Positive
It was awesome.,1,awesome,1.0,Positive
I just wanted to leave.,0,wanted leave,0.0,Neutral
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,made drive way north scottsdale not one bit disappointed,-0.75,Negative
I will not be eating there again.,0,not eating,0.0,Neutral
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,owners really really need quit soooooo cheap let wrap freaking sandwich two papers not one,0.30000000000000004,Positive
I checked out this place a couple years ago and was not impressed.,0,checked place couple years ago not impressed,-0.5,Negative
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,chicken got definitely reheated ok wedges cold soggy,-0.175,Negative
"Sorry, I will not be getting food from here anytime soon :(",0,sorry not getting food anytime soon,-0.5,Negative
An absolute must visit!,1,absolute must visit,0.2,Positive
The cow tongue and cheek tacos are amazing.,1,cow tongue cheek tacos amazing,0.2333333333333334,Positive
My friend did not like his Bloody Mary.,0,friend not like bloody mary,-0.8,Negative
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,despite hard rate businesses actually rare give star,0.004166666666666652,Neutral
They really want to make your experience a good one.,1,really want make experience good one,0.44999999999999996,Positive
I will not return.,0,not return,0.0,Neutral
I had the chicken Pho and it tasted very bland.,0,chicken pho tasted bland,-0.3833333333333333,Negative
Very disappointing!!!,0,disappointing,-0.6,Negative
